date,annee,mois,jour_semaine,heure,minute,est_weekend,est_jour_ferie,est_vacances_scolaires,est_saison_pluies,est_ramadan,evenement_religieux,evenement_special,perturbation,phase_reseau,nb_rames_actives,frequentation
2022-01-03,2022,1,lundi,11,0,0,0,0,0,0,0,0,0,1,15,1373
2022-01-03,2022,1,lundi,11,30,0,0,0,0,0,0,0,0,1,15,1361
2022-01-03,2022,1,lundi,12,0,0,0,0,0,0,0,0,0,1,15,1588
2022-01-03,2022,1,lundi,12,30,0,0,0,0,0,0,0,0,1,15,1627
2022-01-03,2022,1,lundi,13,0,0,0,0,0,0,0,0,0,1,15,1432
2022-01-03,2022,1,lundi,13,30,0,0,0,0,0,0,0,0,1,15,1378
2022-01-03,2022,1,lundi,14,0,0,0,0,0,0,0,0,0,1,15,1118
2022-01-03,2022,1,lundi,14,30,0,0,0,0,0,0,0,0,1,15,1153
2022-01-03,2022,1,lundi,15,0,0,0,0,0,0,0,0,0,1,15,1239
2022-01-03,2022,1,lundi,15,30,0,0,0,0,0,0,0,0,1,15,1255
2022-01-03,2022,1,lundi,16,0,0,0,0,0,0,0,0,0,1,15,1940
2022-01-03,2022,1,lundi,16,30,0,0,0,0,0,0,0,0,1,15,2660
2022-01-03,2022,1,lundi,17,0,0,0,0,0,0,0,0,0,1,15,3317
2022-01-03,2022,1,lundi,17,30,0,0,0,0,0,0,0,0,1,15,3718
2022-01-03,2022,1,lundi,18,0,0,0,0,0,0,0,0,0,1,15,3570
2022-01-03,2022,1,lundi,18,30,0,0,0,0,0,0,0,0,1,15,3433
2022-01-03,2022,1,lundi,19,0,0,0,0,0,0,0,0,0,1,15,2764
2022-01-03,2022,1,lundi,19,30,0,0,0,0,0,0,0,0,1,15,1995
2022-01-03,2022,1,lundi,20,0,0,0,0,0,0,0,0,0,1,15,1496
2022-01-03,2022,1,lundi,20,30,0,0,0,0,0,0,0,0,1,15,1076
2022-01-03,2022,1,lundi,21,0,0,0,0,0,0,0,0,0,1,15,981
2022-01-03,2022,1,lundi,21,30,0,0,0,0,0,0,0,0,1,15,672
2022-01-03,2022,1,lundi,22,0,0,0,0,0,0,0,0,0,1,15,483
2022-01-03,2022,1,lundi,22,30,0,0,0,0,0,0,0,0,1,15,377
2022-01-03,2022,1,lundi,23,0,0,0,0,0,0,0,0,0,1,15,200
2022-01-04,2022,1,mardi,5,0,0,0,0,0,0,0,0,0,1,15,541
2022-01-04,2022,1,mardi,5,30,0,0,0,0,0,0,0,0,1,15,818
2022-01-04,2022,1,mardi,6,0,0,0,0,0,0,0,0,0,1,15,1894
2022-01-04,2022,1,mardi,6,30,0,0,0,0,0,0,0,0,1,15,2449
2022-01-04,2022,1,mardi,7,0,0,0,0,0,0,0,0,0,1,15,3334
2022-01-04,2022,1,mardi,7,30,0,0,0,0,0,0,0,0,1,15,3607
2022-01-04,2022,1,mardi,8,0,0,0,0,0,0,0,0,0,1,15,3484
2022-01-04,2022,1,mardi,8,30,0,0,0,0,0,0,0,0,1,15,3701
2022-01-04,2022,1,mardi,9,0,0,0,0,0,0,0,0,0,1,15,2636
2022-01-04,2022,1,mardi,9,30,0,0,0,0,0,0,0,0,1,15,1827
2022-01-04,2022,1,mardi,10,0,0,0,0,0,0,0,0,0,1,15,1258
2022-01-04,2022,1,mardi,10,30,0,0,0,0,0,0,0,0,1,15,1408
2022-01-04,2022,1,mardi,11,0,0,0,0,0,0,0,0,0,1,15,1084
2022-01-04,2022,1,mardi,11,30,0,0,0,0,0,0,0,0,1,15,1325
2022-01-04,2022,1,mardi,12,0,0,0,0,0,0,0,0,0,1,15,1860
2022-01-04,2022,1,mardi,12,30,0,0,0,0,0,0,0,0,1,15,1374
2022-01-04,2022,1,mardi,13,0,0,0,0,0,0,0,0,0,1,15,1295
2022-01-04,2022,1,mardi,13,30,0,0,0,0,0,0,0,0,1,15,1231
2022-01-04,2022,1,mardi,14,0,0,0,0,0,0,0,0,0,1,15,1085
2022-01-04,2022,1,mardi,14,30,0,0,0,0,0,0,0,0,1,15,990
2022-01-04,2022,1,mardi,15,0,0,0,0,0,0,0,0,0,1,15,1227
2022-01-04,2022,1,mardi,15,30,0,0,0,0,0,0,0,0,1,15,1241
2022-01-04,2022,1,mardi,16,0,0,0,0,0,0,0,0,0,1,15,1877
2022-01-04,2022,1,mardi,16,30,0,0,0,0,0,0,0,0,1,15,2304
2022-01-04,2022,1,mardi,17,0,0,0,0,0,0,0,0,0,1,15,3557
2022-01-04,2022,1,mardi,17,30,0,0,0,0,0,0,0,0,1,15,3390
2022-01-04,2022,1,mardi,18,0,0,0,0,0,0,0,0,0,1,15,3744
2022-01-04,2022,1,mardi,18,30,0,0,0,0,0,0,0,0,1,15,3612
2022-01-04,2022,1,mardi,19,0,0,0,0,0,0,0,0,0,1,15,2446
2022-01-04,2022,1,mardi,19,30,0,0,0,0,0,0,0,0,1,15,2072
2022-01-04,2022,1,mardi,20,0,0,0,0,0,0,0,0,0,1,15,1598
2022-01-04,2022,1,mardi,20,30,0,0,0,0,0,0,0,0,1,15,867
2022-01-04,2022,1,mardi,21,0,0,0,0,0,0,0,0,0,1,15,826
2022-01-04,2022,1,mardi,21,30,0,0,0,0,0,0,0,0,1,15,646
2022-01-04,2022,1,mardi,22,0,0,0,0,0,0,0,0,0,1,15,480
2022-01-04,2022,1,mardi,22,30,0,0,0,0,0,0,0,0,1,15,326
2022-01-04,2022,1,mardi,23,0,0,0,0,0,0,0,0,0,1,15,202
2022-01-05,2022,1,mercredi,5,0,0,0,0,0,0,0,0,0,1,15,538
2022-01-05,2022,1,mercredi,5,30,0,0,0,0,0,0,0,0,1,15,794
2022-01-05,2022,1,mercredi,6,0,0,0,0,0,0,0,0,0,1,15,1537
2022-01-05,2022,1,mercredi,6,30,0,0,0,0,0,0,0,0,1,15,2434
2022-01-05,2022,1,mercredi,7,0,0,0,0,0,0,0,0,0,1,15,2932
2022-01-05,2022,1,mercredi,7,30,0,0,0,0,0,0,0,0,1,15,3509
2022-01-05,2022,1,mercredi,8,0,0,0,0,0,0,0,0,0,1,15,3746
2022-01-05,2022,1,mercredi,8,30,0,0,0,0,0,0,0,0,1,15,3045
2022-01-05,2022,1,mercredi,9,0,0,0,0,0,0,0,0,0,1,15,2722
2022-01-05,2022,1,mercredi,9,30,0,0,0,0,0,0,0,0,1,15,1698
2022-01-05,2022,1,mercredi,10,0,0,0,0,0,0,0,0,0,1,15,1169
2022-01-05,2022,1,mercredi,10,30,0,0,0,0,0,0,0,0,1,15,1269
2022-01-05,2022,1,mercredi,11,0,0,0,0,0,0,0,0,0,1,15,1072
2022-01-05,2022,1,mercredi,11,30,0,0,0,0,0,0,0,0,1,15,1282
2022-01-05,2022,1,mercredi,12,0,0,0,0,0,0,0,0,0,1,15,1647
2022-01-05,2022,1,mercredi,12,30,0,0,0,0,0,0,0,0,1,15,1328
2022-01-05,2022,1,mercredi,13,0,0,0,0,0,0,0,0,0,1,15,1391
2022-01-05,2022,1,mercredi,13,30,0,0,0,0,0,0,0,0,1,15,1201
2022-01-05,2022,1,mercredi,14,0,0,0,0,0,0,0,0,0,1,15,1147
2022-01-05,2022,1,mercredi,14,30,0,0,0,0,0,0,0,0,1,15,1240
2022-01-05,2022,1,mercredi,15,0,0,0,0,0,0,0,0,0,1,15,1140
2022-01-05,2022,1,mercredi,15,30,0,0,0,0,0,0,0,0,1,15,1214
2022-01-05,2022,1,mercredi,16,0,0,0,0,0,0,0,0,0,1,15,1600
2022-01-05,2022,1,mercredi,16,30,0,0,0,0,0,0,0,0,1,15,2214
2022-01-05,2022,1,mercredi,17,0,0,0,0,0,0,0,0,0,1,15,2996
2022-01-05,2022,1,mercredi,17,30,0,0,0,0,0,0,0,0,1,15,3539
2022-01-05,2022,1,mercredi,18,0,0,0,0,0,0,0,0,0,1,15,3741
2022-01-05,2022,1,mercredi,18,30,0,0,0,0,0,0,0,0,1,15,3443
2022-01-05,2022,1,mercredi,19,0,0,0,0,0,0,0,0,0,1,15,2586
2022-01-05,2022,1,mercredi,19,30,0,0,0,0,0,0,0,0,1,15,2163
2022-01-05,2022,1,mercredi,20,0,0,0,0,0,0,0,0,0,1,15,1349
2022-01-05,2022,1,mercredi,20,30,0,0,0,0,0,0,0,0,1,15,1153
2022-01-05,2022,1,mercredi,21,0,0,0,0,0,0,0,0,0,1,15,814
2022-01-05,2022,1,mercredi,21,30,0,0,0,0,0,0,0,0,1,15,562
2022-01-05,2022,1,mercredi,22,0,0,0,0,0,0,0,0,0,1,15,394
2022-01-05,2022,1,mercredi,22,30,0,0,0,0,0,0,0,0,1,15,358
2022-01-05,2022,1,mercredi,23,0,0,0,0,0,0,0,0,0,1,15,211
2022-01-06,2022,1,jeudi,5,0,0,0,0,0,0,0,0,0,1,15,574
2022-01-06,2022,1,jeudi,5,30,0,0,0,0,0,0,0,0,1,15,845
2022-01-06,2022,1,jeudi,6,0,0,0,0,0,0,0,0,0,1,15,1573
2022-01-06,2022,1,jeudi,6,30,0,0,0,0,0,0,0,0,1,15,2318
2022-01-06,2022,1,jeudi,7,0,0,0,0,0,0,0,0,0,1,15,2861
2022-01-06,2022,1,jeudi,7,30,0,0,0,0,0,0,0,0,1,15,3488
2022-01-06,2022,1,jeudi,8,0,0,0,0,0,0,0,0,0,1,15,4106
2022-01-06,2022,1,jeudi,8,30,0,0,0,0,0,0,0,0,1,15,3449
2022-01-06,2022,1,jeudi,9,0,0,0,0,0,0,0,0,0,1,15,2239
2022-01-06,2022,1,jeudi,9,30,0,0,0,0,0,0,0,0,1,15,1742
2022-01-06,2022,1,jeudi,10,0,0,0,0,0,0,0,0,0,1,15,1398
2022-01-06,2022,1,jeudi,10,30,0,0,0,0,0,0,0,0,1,15,1176
2022-01-06,2022,1,jeudi,11,0,0,0,0,0,0,0,0,0,1,15,1236
2022-01-06,2022,1,jeudi,11,30,0,0,0,0,0,0,0,0,1,15,1272
2022-01-06,2022,1,jeudi,12,0,0,0,0,0,0,0,0,0,1,15,1438
2022-01-06,2022,1,jeudi,12,30,0,0,0,0,0,0,0,0,1,15,1535
2022-01-06,2022,1,jeudi,13,0,0,0,0,0,0,0,0,0,1,15,1417
2022-01-06,2022,1,jeudi,13,30,0,0,0,0,0,0,0,0,1,15,1327
2022-01-06,2022,1,jeudi,14,0,0,0,0,0,0,0,0,0,1,15,1226
2022-01-06,2022,1,jeudi,14,30,0,0,0,0,0,0,0,0,1,15,1006
2022-01-06,2022,1,jeudi,15,0,0,0,0,0,0,0,0,0,1,15,1129
2022-01-06,2022,1,jeudi,15,30,0,0,0,0,0,0,0,0,1,15,1412
2022-01-06,2022,1,jeudi,16,0,0,0,0,0,0,0,0,0,1,15,1883
2022-01-06,2022,1,jeudi,16,30,0,0,0,0,0,0,0,0,1,15,2589
2022-01-06,2022,1,jeudi,17,0,0,0,0,0,0,0,0,0,1,15,4140
2022-01-06,2022,1,jeudi,17,30,0,0,0,0,0,0,0,0,1,15,3782
2022-01-06,2022,1,jeudi,18,0,0,0,0,0,0,0,0,0,1,15,4192
2022-01-06,2022,1,jeudi,18,30,0,0,0,0,0,0,0,0,1,15,3650
2022-01-06,2022,1,jeudi,19,0,0,0,0,0,0,0,0,0,1,15,2854
2022-01-06,2022,1,jeudi,19,30,0,0,0,0,0,0,0,0,1,15,1983
2022-01-06,2022,1,jeudi,20,0,0,0,0,0,0,0,0,0,1,15,1535
2022-01-06,2022,1,jeudi,20,30,0,0,0,0,0,0,0,0,1,15,933
2022-01-06,2022,1,jeudi,21,0,0,0,0,0,0,0,0,0,1,15,798
2022-01-06,2022,1,jeudi,21,30,0,0,0,0,0,0,0,0,1,15,608
2022-01-06,2022,1,jeudi,22,0,0,0,0,0,0,0,0,0,1,15,455
2022-01-06,2022,1,jeudi,22,30,0,0,0,0,0,0,0,0,1,15,429
2022-01-06,2022,1,jeudi,23,0,0,0,0,0,0,0,0,0,1,15,192
2022-01-07,2022,1,vendredi,5,0,0,0,0,0,0,0,0,0,1,15,627
2022-01-07,2022,1,vendredi,5,30,0,0,0,0,0,0,0,0,1,15,776
2022-01-07,2022,1,vendredi,6,0,0,0,0,0,0,0,0,0,1,15,1668
2022-01-07,2022,1,vendredi,6,30,0,0,0,0,0,0,0,0,1,15,2961
2022-01-07,2022,1,vendredi,7,0,0,0,0,0,0,0,0,0,1,15,3584
2022-01-07,2022,1,vendredi,7,30,0,0,0,0,0,0,0,0,1,15,3620
2022-01-07,2022,1,vendredi,8,0,0,0,0,0,0,0,0,0,1,15,3968
2022-01-07,2022,1,vendredi,8,30,0,0,0,0,0,0,0,0,1,15,3916
2022-01-07,2022,1,vendredi,9,0,0,0,0,0,0,0,0,0,1,15,2564
2022-01-07,2022,1,vendredi,9,30,0,0,0,0,0,0,0,0,1,15,1914
2022-01-07,2022,1,vendredi,10,0,0,0,0,0,0,0,0,0,1,15,1491
2022-01-07,2022,1,vendredi,10,30,0,0,0,0,0,0,0,0,1,15,1314
2022-01-07,2022,1,vendredi,11,0,0,0,0,0,0,0,0,0,1,15,1566
2022-01-07,2022,1,vendredi,11,30,0,0,0,0,0,0,0,0,1,15,1457
2022-01-07,2022,1,vendredi,12,0,0,0,0,0,0,0,0,0,1,15,1452
2022-01-07,2022,1,vendredi,12,30,0,0,0,0,0,0,0,0,1,15,1659
2022-01-07,2022,1,vendredi,13,0,0,0,0,0,0,0,0,0,1,15,1407
2022-01-07,2022,1,vendredi,13,30,0,0,0,0,0,0,0,0,1,15,1428
2022-01-07,2022,1,vendredi,14,0,0,0,0,0,0,0,0,0,1,15,1160
2022-01-07,2022,1,vendredi,14,30,0,0,0,0,0,0,0,0,1,15,1227
2022-01-07,2022,1,vendredi,15,0,0,0,0,0,0,0,0,0,1,15,1391
2022-01-07,2022,1,vendredi,15,30,0,0,0,0,0,0,0,0,1,15,1588
2022-01-07,2022,1,vendredi,16,0,0,0,0,0,0,0,0,0,1,15,1791
2022-01-07,2022,1,vendredi,16,30,0,0,0,0,0,0,0,0,1,15,2651
2022-01-07,2022,1,vendredi,17,0,0,0,0,0,0,0,0,0,1,15,3335
2022-01-07,2022,1,vendredi,17,30,0,0,0,0,0,0,0,0,1,15,3755
2022-01-07,2022,1,vendredi,18,0,0,0,0,0,0,0,0,0,1,15,4804
2022-01-07,2022,1,vendredi,18,30,0,0,0,0,0,0,0,0,1,15,3834
2022-01-07,2022,1,vendredi,19,0,0,0,0,0,0,0,0,0,1,15,2671
2022-01-07,2022,1,vendredi,19,30,0,0,0,0,0,0,0,0,1,15,2392
2022-01-07,2022,1,vendredi,20,0,0,0,0,0,0,0,0,0,1,15,1854
2022-01-07,2022,1,vendredi,20,30,0,0,0,0,0,0,0,0,1,15,1179
2022-01-07,2022,1,vendredi,21,0,0,0,0,0,0,0,0,0,1,15,783
2022-01-07,2022,1,vendredi,21,30,0,0,0,0,0,0,0,0,1,15,666
2022-01-07,2022,1,vendredi,22,0,0,0,0,0,0,0,0,0,1,15,545
2022-01-07,2022,1,vendredi,22,30,0,0,0,0,0,0,0,0,1,15,374
2022-01-07,2022,1,vendredi,23,0,0,0,0,0,0,0,0,0,1,15,256
2022-01-08,2022,1,samedi,5,0,1,0,0,0,0,0,0,0,1,15,412
2022-01-08,2022,1,samedi,5,30,1,0,0,0,0,0,0,0,1,15,538
2022-01-08,2022,1,samedi,6,0,1,0,0,0,0,0,0,0,1,15,1125
2022-01-08,2022,1,samedi,6,30,1,0,0,0,0,0,0,0,1,15,1332
2022-01-08,2022,1,samedi,7,0,1,0,0,0,0,0,0,0,1,15,2135
2022-01-08,2022,1,samedi,7,30,1,0,0,0,0,0,0,0,1,15,2531
2022-01-08,2022,1,samedi,8,0,1,0,0,0,0,0,0,0,1,15,2471
2022-01-08,2022,1,samedi,8,30,1,0,0,0,0,0,0,0,1,15,2738
2022-01-08,2022,1,samedi,9,0,1,0,0,0,0,0,0,0,1,15,1573
2022-01-08,2022,1,samedi,9,30,1,0,0,0,0,0,0,0,1,15,1184
2022-01-08,2022,1,samedi,10,0,1,0,0,0,0,0,0,0,1,15,979
2022-01-08,2022,1,samedi,10,30,1,0,0,0,0,0,0,0,1,15,1009
2022-01-08,2022,1,samedi,11,0,1,0,0,0,0,0,0,0,1,15,772
2022-01-08,2022,1,samedi,11,30,1,0,0,0,0,0,0,0,1,15,988
2022-01-08,2022,1,samedi,12,0,1,0,0,0,0,0,0,0,1,15,1131
2022-01-08,2022,1,samedi,12,30,1,0,0,0,0,0,0,0,1,15,982
2022-01-08,2022,1,samedi,13,0,1,0,0,0,0,0,0,0,1,15,1005
2022-01-08,2022,1,samedi,13,30,1,0,0,0,0,0,0,0,1,15,886
2022-01-08,2022,1,samedi,14,0,1,0,0,0,0,0,0,0,1,15,769
2022-01-08,2022,1,samedi,14,30,1,0,0,0,0,0,0,0,1,15,812
2022-01-08,2022,1,samedi,15,0,1,0,0,0,0,0,0,0,1,15,845
2022-01-08,2022,1,samedi,15,30,1,0,0,0,0,0,0,0,1,15,978
2022-01-08,2022,1,samedi,16,0,1,0,0,0,0,0,0,0,1,15,1360
2022-01-08,2022,1,samedi,16,30,1,0,0,0,0,0,0,0,1,15,2002
2022-01-08,2022,1,samedi,17,0,1,0,0,0,0,0,0,0,1,15,2037
2022-01-08,2022,1,samedi,17,30,1,0,0,0,0,0,0,0,1,15,3025
2022-01-08,2022,1,samedi,18,0,1,0,0,0,0,0,0,0,1,15,2316
2022-01-08,2022,1,samedi,18,30,1,0,0,0,0,0,0,0,1,15,2393
2022-01-08,2022,1,samedi,19,0,1,0,0,0,0,0,0,0,1,15,2029
2022-01-08,2022,1,samedi,19,30,1,0,0,0,0,0,0,0,1,15,1486
2022-01-08,2022,1,samedi,20,0,1,0,0,0,0,0,0,0,1,15,982
2022-01-08,2022,1,samedi,20,30,1,0,0,0,0,0,0,0,1,15,699
2022-01-08,2022,1,samedi,21,0,1,0,0,0,0,0,0,0,1,15,558
2022-01-08,2022,1,samedi,21,30,1,0,0,0,0,0,0,0,1,15,431
2022-01-08,2022,1,samedi,22,0,1,0,0,0,0,0,0,0,1,15,345
2022-01-08,2022,1,samedi,22,30,1,0,0,0,0,0,0,0,1,15,266
2022-01-08,2022,1,samedi,23,0,1,0,0,0,0,0,0,0,1,15,153
2022-01-09,2022,1,dimanche,5,0,1,0,0,0,0,0,0,0,1,15,332
2022-01-09,2022,1,dimanche,5,30,1,0,0,0,0,0,0,0,1,15,476
2022-01-09,2022,1,dimanche,6,0,1,0,0,0,0,0,0,0,1,15,963
2022-01-09,2022,1,dimanche,6,30,1,0,0,0,0,0,0,0,1,15,1493
2022-01-09,2022,1,dimanche,7,0,1,0,0,0,0,0,0,0,1,15,1737
2022-01-09,2022,1,dimanche,7,30,1,0,0,0,0,0,0,0,1,15,1974
2022-01-09,2022,1,dimanche,8,0,1,0,0,0,0,0,0,0,1,15,2327
2022-01-09,2022,1,dimanche,8,30,1,0,0,0,0,0,0,0,1,15,2032
2022-01-09,2022,1,dimanche,9,0,1,0,0,0,0,0,0,0,1,15,1419
2022-01-09,2022,1,dimanche,9,30,1,0,0,0,0,0,0,0,1,15,991
2022-01-09,2022,1,dimanche,10,0,1,0,0,0,0,0,0,0,1,15,854
2022-01-09,2022,1,dimanche,10,30,1,0,0,0,0,0,0,0,1,15,689
2022-01-09,2022,1,dimanche,11,0,1,0,0,0,0,0,0,0,1,15,728
2022-01-09,2022,1,dimanche,11,30,1,0,0,0,0,0,0,0,1,15,712
2022-01-09,2022,1,dimanche,12,0,1,0,0,0,0,0,0,0,1,15,889
2022-01-09,2022,1,dimanche,12,30,1,0,0,0,0,0,0,0,1,15,928
2022-01-09,2022,1,dimanche,13,0,1,0,0,0,0,0,0,0,1,15,826
2022-01-09,2022,1,dimanche,13,30,1,0,0,0,0,0,0,0,1,15,743
2022-01-09,2022,1,dimanche,14,0,1,0,0,0,0,0,0,0,1,15,713
2022-01-09,2022,1,dimanche,14,30,1,0,0,0,0,0,0,0,1,15,647
2022-01-09,2022,1,dimanche,15,0,1,0,0,0,0,0,0,0,1,15,736
2022-01-09,2022,1,dimanche,15,30,1,0,0,0,0,0,0,0,1,15,756
2022-01-09,2022,1,dimanche,16,0,1,0,0,0,0,0,0,0,1,15,1060
